client_id,sku,install_date,status,config_json
40,"AC000134","2024-02-14","activo","{""ubicacion_uso"": ""Furgoneta Tec. Laura F."", ""indicador_visual_sonoro"": true}"
41,"AC000135","2024-03-01","activo","{""ubicacion_uso"": ""Taller 2"", ""registro_max_min"": true}"
42,"AC000136","2024-04-05","activo","{""ubicacion_uso"": ""Taller 1"", ""ponderacion"": [""A"", ""C""]}"
43,"AC000137","2024-05-12","activo","{""ubicacion_uso"": ""Furgoneta Tec. David M."", ""sondas_incluidas"": [""O2"", ""CO""]}"
44,"AC000138","2024-06-01","activo","{""ubicacion_uso"": ""Taller 2"", ""pantalla_digital"": true}"
45,"AC000139","2024-07-07","activo","{""ubicacion_uso"": ""Taller 1"", ""iluminacion_led"": true}"
46,"AC000140","2024-08-14","activo","{""ubicacion_uso"": ""Almacén Herramientas"", ""tipo_cepillo"": ""Suave""}"
1,"AC000141","2024-09-01","activo","{""ubicacion_uso"": ""Furgoneta Tec. Sofía G."", ""mecanismo"": ""Trinquete""}"
2,"AC000142","2024-10-18","activo","{""ubicacion_uso"": ""Todos los Técnicos"", ""funcion_adicional"": ""Temperatura""}"
3,"AC000143","2024-11-25","activo","{""ubicacion_uso"": ""Furgoneta Tec. Javier D."", ""funcion_NCV"": true}"
4,"AC000144","2024-12-01","activo","{""ubicacion_uso"": ""Caja Herramientas Tec. Elena R."", ""sensibilidad_ajustable"": false}"
5,"AC000145","2024-01-08","activo","{""ubicacion_uso"": ""Taller 1"", ""emisividad_ajustable"": true}"
6,"AC000146","2024-02-14","activo","{""ubicacion_uso"": ""Taller 2"", ""incluye_boquillas"": true}"
7,"AC000147","2024-03-01","activo","{""ubicacion_uso"": ""Oficinas - RRHH"", ""registro_datos"": true}"
8,"AC000148","2024-04-05","activo","{""ubicacion_uso"": ""Varias Instalaciones AC"", ""ruido_bajo"": true}"
9,"AC000149","2024-05-12","activo","{""ubicacion_uso"": ""Furgoneta Tec. Juan P."", ""calentamiento_rapido"": true}"
10,"AC000150","2024-06-01","activo","{""ubicacion_uso"": ""Taller 1"", ""conexion_pc"": true}"
