technician_id,client_id,equipment_id,date,type,result,document_url
6,24,135,"2025-12-10","reparacion","Humidificador AC000135 pierde agua. Junta tórica depósito defectuosa. Se sustituye. No pierde.",null
7,26,57,"2026-01-15","reparacion","Batería solar AC000057 error interno. Se contacta fabricante. Esperando instrucciones.",null
8,28,26,"2026-02-15","reparacion","Caldera gas AC000026 error E01. Falta llama. Se limpia quemador. Encendido correcto.",null
9,30,133,"2026-03-15","reparacion","Purificador aire AC000133 sensor calidad aire sucio. Se limpia. Sensor OK.",null
10,32,51,"2026-04-15","reparacion","Panel solar AC000051 rendimiento bajo (confirmado). Se sustituye panel. Prueba rendimiento OK.","http://example.com/docs/report_sustitucion_AC000051_20260415.pdf"
1,34,112,"2026-05-15","reparacion","Válvula seguridad AC000112 vuelve a gotear. Problema presión en sistema. Sugiere revisión general calefacción. Goteo reducido tras ajuste.",null
2,36,42,"2026-06-15","reparacion","Ruido compresor AC000042 recién sustituido. Se ajustan anclajes. Ruido eliminado.",null
3,38,121,"2026-07-15","reparacion","VRC AC000121 error motor. Se revisa cableado. Cableado OK. Motor defectuoso. Se sustituye motor.",null
4,40,44,"2026-08-15","reparacion","Acumulador ACS AC000044 no calienta con apoyo eléctrico. Se revisa resistencia. Resistencia quemada. Sustitución.",null
5,42,15,"2026-09-15","reparacion","Split inverter AC000015 gotea 2ª vez. Desatasca desagüe aire a presión. Fuga resuelta de nuevo.",null
6,44,75,"2026-10-15","reparacion","Sensor movimiento AC000075 no activa. Se verifica relé interno. Relé OK. Problema cableado a hub. Se repara cableado.",null
7,46,105,"2026-11-15","reparacion","Bomba circuladora AC000105 continúa ruido. Se recomienda sustitución (presupuesto enviado). Ruido persiste.",null
8,2,98,"2026-12-15","reparacion","Detector presencia AC000098 falla detección. Limpieza sensor. Detección OK.",null
9,4,46,"2027-01-20","reparacion","Termo bomba calor ACS AC000046 error ventilador. Revisa motor. Motor OK. Problema control. Se revisa placa control.",null
10,6,35,"2027-02-20","reparacion","Fuga tubería suelo radiante AC000035. Se repara en zona afectada. Fuga sellada.",null
1,8,37,"2027-03-20","reparacion","Caldera pellets AC000037 error encendido. Limpia sensor llama. Encendido correcto.",null
2,10,115,"2027-04-20","reparacion","Válvula compuerta AC000115 no cierra del todo. Limpia internos. Cierre correcto.",null
3,12,8,"2027-05-20","reparacion","Unidad exterior multi-zona AC000008 error alta presión. Limpia serpentín y verifica ventilador. Temperatura normal.",null
4,14,139,"2027-06-20","reparacion","Extractor baño AC000139 zumba. Limpia y lubrica. Zumbido reducido.",null
5,16,54,"2027-07-20","reparacion","Inversor solar AC000054 error temperatura. Verifica ventilación. Ventilación OK. Problema sensor interno. Se sustituye inversor.",null
6,18,41,"2027-08-20","reparacion","Caldera leña AC000041 error tiro. Ajusta damper. Tiro correcto.",null
7,20,69,"2027-09-20","reparacion","Malla protección aves AC000069 rota. Sustituye tramo. Protección restaurada.",null
8,22,38,"2027-10-20","reparacion","Bomba calor aire-agua AC000038 error desescarche. Verifica sensor temperatura exterior. Sensor OK. Problema válvula 4 vías. Se planifica sustitución.",null
9,24,135,"2027-11-20","reparacion","Humidificador AC000135 error falta agua, depósito lleno. Limpia flotador. Flotador libre.",null
10,26,57,"2027-12-20","reparacion","Batería solar AC000057 error balanceo. Fuerza ciclo carga/descarga. Balanceo mejorado.",null
1,28,26,"2027-01-30","reparacion","Caldera gas AC000026 error E10. Baja presión circuito. Rellena y busca fuga (no encontrada). Presión estable tras relleno.",null
2,30,133,"2027-02-28","reparacion","Purificador aire AC000133 error ventilador. Se limpia. Ventilador OK.",null
3,32,51,"2027-03-30","mantenimiento","Inspección visual panel solar AC000051 (sustituido). Estado OK.",null
4,34,112,"2027-04-30","mantenimiento","Prueba funcionamiento válvula seguridad AC000112.",null
5,36,42,"2027-05-30","mantenimiento","Mantenimiento rutinario AC comercial tejado AC000042.",null
6,38,121,"2027-06-30","mantenimiento","Limpieza VRC AC000121.",null
7,40,44,"2027-07-30","mantenimiento","Inspección acumulador ACS AC000044.",null
8,42,15,"2027-08-30","mantenimiento","Mantenimiento split inverter AC000015.",null
9,44,75,"2027-09-30","mantenimiento","Prueba sensor movimiento AC000075.",null
10,46,105,"2027-10-30","reparacion","Sustitución bomba circuladora AC000105 según presupuesto. Bomba nueva instalada. Funcionamiento silencioso.",null
1,2,98,"2027-11-30","mantenimiento","Prueba detector presencia AC000098.",null
2,4,46,"2027-12-30","mantenimiento","Revisión termo bomba calor ACS AC000046.",null
3,6,35,"2028-01-30","mantenimiento","Inspección tubería suelo radiante AC000035.",null
4,8,37,"2028-02-15","mantenimiento","Mantenimiento caldera pellets AC000037.",null
5,10,115,"2028-03-15","mantenimiento","Verificación válvula compuerta AC000115.",null
6,12,8,"2028-04-15","mantenimiento","Mantenimiento multi-zona AC000008.",null
7,14,139,"2028-05-15","mantenimiento","Limpieza extractor baño AC000139.",null
8,16,54,"2028-06-15","mantenimiento","Revisión inversor solar AC000054.",null
9,18,41,"2028-07-15","mantenimiento","Limpieza caldera leña AC000041.",null
10,20,69,"2028-08-15","mantenimiento","Inspección malla protección aves AC000069.",null
1,22,38,"2028-09-15","mantenimiento","Revisión bomba calor aire-agua AC000038.",null
2,24,135,"2028-10-15","mantenimiento","Limpieza humidificador AC000135.",null
3,26,57,"2028-11-15","mantenimiento","Revisión batería solar AC000057.",null
4,28,26,"2028-12-15","mantenimiento","Revisión caldera gas AC000026.",null
5,30,133,"2029-01-15","mantenimiento","Mantenimiento purificador aire AC000133.",null
6,32,51,"2029-01-20","mantenimiento","Inspección panel solar AC000051.",null
7,34,112,"2029-02-20","mantenimiento","Prueba válvula seguridad AC000112.",null
8,36,42,"2029-03-20","mantenimiento","Mantenimiento AC comercial tejado AC000042.",null
9,38,121,"2029-04-20","mantenimiento","Limpieza VRC AC000121.",null
10,40,44,"2029-05-20","mantenimiento","Inspección acumulador ACS AC000044.",null
1,42,15,"2029-06-20","mantenimiento","Mantenimiento split inverter AC000015.",null
2,44,75,"2029-07-20","mantenimiento","Prueba sensor movimiento AC000075.",null
3,46,105,"2029-08-20","mantenimiento","Revisión bomba circuladora AC000105 (sustituida).",null
4,2,98,"2029-09-20","mantenimiento","Prueba detector presencia AC000098.",null
5,4,46,"2029-10-20","mantenimiento","Revisión termo bomba calor ACS AC000046.",null
6,6,35,"2029-11-20","mantenimiento","Inspección tubería suelo radiante AC000035.",null
7,8,37,"2029-12-20","mantenimiento","Mantenimiento caldera pellets AC000037.",null
8,10,115,"2030-01-20","mantenimiento","Verificación válvula compuerta AC000115.",null
9,12,8,"2030-02-20","mantenimiento","Mantenimiento multi-zona AC000008.",null
10,14,139,"2030-03-20","mantenimiento","Limpieza extractor baño AC000139.",null
1,16,54,"2030-04-20","mantenimiento","Revisión inversor solar AC000054.",null
2,18,41,"2030-05-20","mantenimiento","Limpieza caldera leña AC000041.",null
3,20,69,"2030-06-20","mantenimiento","Inspección malla protección aves AC000069.",null
4,22,38,"2030-07-20","reparacion","Bomba calor aire-agua AC000038 error desescarche. Sustitución válvula 4 vías. Equipo funcionando correctamente.",null
5,24,135,"2030-08-20","reparacion","Humidificador AC000135 error bajo nivel agua, depósito lleno. Limpia flotador de nuevo. Funciona. Posible fallo intermitente del flotador.",null
6,26,57,"2030-09-20","reparacion","Batería solar AC000057 error balanceo. Fuerza ciclo carga/descarga. Balanceo mejorado.",null
7,28,26,"2030-10-20","reparacion","Caldera gas AC000026 error E10. Baja presión circuito. Rellena y busca fuga (aún no encontrada). Persiste baja presión lenta.",null
8,30,133,"2030-11-20","reparacion","Purificador aire AC000133 filtro saturado (aviso prematuro?). Se resetea contador filtro. Problema recurrente, sugiere revisar sensor presión diferencial.",null
9,32,51,"2030-12-20","mantenimiento","Inspección visual panel solar AC000051 (sustituido). Estado OK.",null
10,34,112,"2031-01-20","mantenimiento","Prueba funcionamiento válvula seguridad AC000112.",null
1,36,42,"2031-02-20","mantenimiento","Mantenimiento rutinario AC comercial tejado AC000042.",null
2,38,121,"2031-03-20","mantenimiento","Limpieza VRC AC000121.",null
3,40,44,"2031-04-20","mantenimiento","Inspección acumulador ACS AC000044.",null
4,42,15,"2031-05-20","mantenimiento","Mantenimiento split inverter AC000015.",null
5,44,75,"2031-06-20","mantenimiento","Prueba sensor movimiento AC000075.",null
6,46,105,"2031-07-20","mantenimiento","Revisión bomba circuladora AC000105 (sustituida).",null
7,2,98,"2031-08-20","mantenimiento","Prueba detector presencia AC000098.",null
8,4,46,"2031-09-20","mantenimiento","Revisión termo bomba calor ACS AC000046.",null
9,6,35,"2031-10-20","mantenimiento","Inspección tubería suelo radiante AC000035.",null
10,8,37,"2031-11-20","mantenimiento","Mantenimiento caldera pellets AC000037.",null
1,10,115,"2031-12-20","mantenimiento","Verificación válvula compuerta AC000115.",null
2,12,8,"2032-01-20","mantenimiento","Mantenimiento multi-zona AC000008.",null
3,14,139,"2032-02-20","mantenimiento","Limpieza extractor baño AC000139.",null
4,16,54,"2032-03-20","reparacion","Inversor solar AC000054 (sustituido) error comunicación RS485. Se revisa cableado y terminales.",null
5,18,41,"2032-04-20","mantenimiento","Limpieza caldera leña AC000041.",null
6,20,69,"2032-05-20","mantenimiento","Inspección malla protección aves AC000069.",null
7,22,38,"2032-06-20","mantenimiento","Revisión bomba calor aire-agua AC000038.",null
8,24,135,"2032-07-20","mantenimiento","Limpieza humidificador AC000135.",null
9,26,57,"2032-08-20","mantenimiento","Revisión batería solar AC000057.",null
10,28,26,"2032-09-20","reparacion","Caldera gas AC000026 error E10. Baja presión persiste. Se realiza prueba de estanqueidad completa en circuito calefacción. Fuga no localizada en esta visita.",null
1,30,133,"2032-10-20","mantenimiento","Mantenimiento purificador aire AC000133.",null
2,32,51,"2032-11-20","mantenimiento","Inspección panel solar AC000051.",null
3,34,112,"2032-12-20","mantenimiento","Prueba válvula seguridad AC000112.",null
4,36,42,"2033-01-20","mantenimiento","Mantenimiento AC comercial tejado AC000042.",null
5,38,121,"2033-02-20","mantenimiento","Limpieza VRC AC000121.",null
6,40,44,"2033-03-20","mantenimiento","Inspección acumulador ACS AC000044.",null
7,42,15,"2033-04-20","mantenimiento","Mantenimiento split inverter AC000015.",null
8,44,75,"2033-05-20","mantenimiento","Prueba sensor movimiento AC000075.",null
9,46,105,"2033-06-20","mantenimiento","Revisión bomba circuladora AC000105.",null
10,2,98,"2033-07-20","mantenimiento","Prueba detector presencia AC000098.",null
1,4,46,"2033-08-20","mantenimiento","Revisión termo bomba calor ACS AC000046.",null
2,6,35,"2033-09-20","mantenimiento","Inspección tubería suelo radiante AC000035.",null
3,8,37,"2033-10-20","mantenimiento","Mantenimiento caldera pellets AC000037.",null
4,10,115,"2033-11-20","mantenimiento","Verificación válvula compuerta AC000115.",null
5,12,8,"2033-12-20","mantenimiento","Mantenimiento multi-zona AC000008.",null
6,14,139,"2034-01-20","mantenimiento","Limpieza extractor baño AC000139.",null
7,16,54,"2034-02-20","mantenimiento","Revisión inversor solar AC000054.",null
8,18,41,"2034-03-20","mantenimiento","Limpieza caldera leña AC000041.",null
9,20,69,"2034-04-20","mantenimiento","Inspección malla protección aves AC000069.",null
10,22,38,"2034-05-20","mantenimiento","Revisión bomba calor aire-agua AC000038.",null
1,24,135,"2034-06-20","mantenimiento","Limpieza humidificador AC000135.",null
2,26,57,"2034-07-20","mantenimiento","Revisión batería solar AC000057.",null
3,28,26,"2034-08-20","reparacion","Caldera gas AC000026 error E10. Fuga localizada en válvula de llenado automático. Se sustituye válvula. Presión estable.","http://example.com/docs/report_caldera_fuga_20340820.pdf"
4,30,133,"2034-09-20","reparacion","Purificador aire AC000133 aviso filtro prematuro. Se sustituye sensor presión diferencial (referencia a AC000093 ID 28). Sensor nuevo instalado. Monitorización.",null
5,32,51,"2034-10-20","mantenimiento","Inspección visual panel solar AC000051.",null
6,34,112,"2034-11-20","mantenimiento","Prueba válvula seguridad AC000112.",null
7,36,42,"2034-12-20","mantenimiento","Mantenimiento AC comercial tejado AC000042.",null
8,38,121,"2035-01-20","mantenimiento","Limpieza VRC AC000121.",null
9,40,44,"2035-02-20","mantenimiento","Inspección acumulador ACS AC000044.",null
10,42,15,"2035-03-20","mantenimiento","Mantenimiento split inverter AC000015.",null
1,44,75,"2035-04-20","mantenimiento","Prueba sensor movimiento AC000075.",null
2,46,105,"2035-05-20","mantenimiento","Revisión bomba circuladora AC000105.",null
3,2,98,"2035-06-20","mantenimiento","Prueba detector presencia AC000098.",null
4,4,46,"2035-07-20","mantenimiento","Revisión termo bomba calor ACS AC000046.",null
5,6,35,"2035-08-20","mantenimiento","Inspección tubería suelo radiante AC000035.",null
6,8,37,"2035-09-20","mantenimiento","Mantenimiento caldera pellets AC000037.",null
7,10,115,"2035-10-20","mantenimiento","Verificación válvula compuerta AC000115.",null
8,12,8,"2035-11-20","mantenimiento","Mantenimiento multi-zona AC000008.",null
9,14,139,"2035-12-20","mantenimiento","Limpieza extractor baño AC000139.",null
10,16,54,"2036-01-20","mantenimiento","Revisión inversor solar AC000054.",null
1,18,41,"2036-02-20","mantenimiento","Limpieza caldera leña AC000041.",null
2,20,69,"2036-03-20","mantenimiento","Inspección malla protección aves AC000069.",null
3,22,38,"2036-04-20","mantenimiento","Revisión bomba calor aire-agua AC000038.",null
4,24,135,"2036-05-20","reparacion","Humidificador AC000135 falla intermitente. Se sustituye flotador y sensor de nivel. Funcionamiento OK.",null
5,26,57,"2036-06-20","mantenimiento","Revisión batería solar AC000057.",null
6,28,26,"2036-07-20","mantenimiento","Revisión caldera gas AC000026.",null
7,30,133,"2036-08-20","mantenimiento","Mantenimiento purificador aire AC000133.",null
8,32,51,"2036-09-20","mantenimiento","Inspección panel solar AC000051.",null
9,34,112,"2036-10-20","mantenimiento","Prueba válvula seguridad AC000112.",null
10,36,42,"2036-11-20","mantenimiento","Mantenimiento AC comercial tejado AC000042.",null
1,38,121,"2036-12-20","mantenimiento","Limpieza VRC AC000121.",null
2,40,44,"2037-01-20","mantenimiento","Inspección acumulador ACS AC000044.",null
3,42,15,"2037-02-20","mantenimiento","Mantenimiento split inverter AC000015.",null
4,44,75,"2037-03-20","mantenimiento","Prueba sensor movimiento AC000075.",null
5,46,105,"2037-04-20","mantenimiento","Revisión bomba circuladora AC000105.",null
6,2,98,"2037-05-20","mantenimiento","Prueba detector presencia AC000098.",null
7,4,46,"2037-06-20","mantenimiento","Revisión termo bomba calor ACS AC000046.",null
8,6,35,"2037-07-20","mantenimiento","Inspección tubería suelo radiante AC000035.",null
9,8,37,"2037-08-20","mantenimiento","Mantenimiento caldera pellets AC000037.",null
10,10,115,"2037-09-20","mantenimiento","Verificación válvula compuerta AC000115.",null
1,12,8,"2037-10-20","mantenimiento","Mantenimiento multi-zona AC000008.",null
2,14,139,"2037-11-20","mantenimiento","Limpieza extractor baño AC000139.",null
3,16,54,"2037-12-20","mantenimiento","Revisión inversor solar AC000054.",null
4,18,41,"2038-01-20","mantenimiento","Limpieza caldera leña AC000041.",null
5,20,69,"2038-02-20","mantenimiento","Inspección malla protección aves AC000069.",null
6,22,38,"2038-03-20","mantenimiento","Revisión bomba calor aire-agua AC000038.",null
7,24,135,"2038-04-20","mantenimiento","Limpieza humidificador AC000135.",null
8,26,57,"2038-05-20","mantenimiento","Revisión batería solar AC000057.",null
9,28,26,"2038-06-20","mantenimiento","Revisión caldera gas AC000026.",null
10,30,133,"2038-07-20","mantenimiento","Mantenimiento purificador aire AC000133.",null
1,32,51,"2038-08-20","mantenimiento","Inspección panel solar AC000051.",null
2,34,112,"2038-09-20","mantenimiento","Prueba válvula seguridad AC000112.",null
3,36,42,"2038-10-20","mantenimiento","Mantenimiento AC comercial tejado AC000042.",null
4,38,121,"2038-11-20","mantenimiento","Limpieza VRC AC000121.",null
5,40,44,"2038-12-20","mantenimiento","Inspección acumulador ACS AC000044.",null
6,42,15,"2039-01-20","mantenimiento","Mantenimiento split inverter AC000015.",null
7,44,75,"2039-02-20","mantenimiento","Prueba sensor movimiento AC000075.",null
8,46,105,"2039-03-20","mantenimiento","Revisión bomba circuladora AC000105.",null
9,2,98,"2039-04-20","mantenimiento","Prueba detector presencia AC000098.",null
10,4,46,"2039-05-20","mantenimiento","Revisión termo bomba calor ACS AC000046.",null
1,6,35,"2039-06-20","mantenimiento","Inspección tubería suelo radiante AC000035.",null
2,8,37,"2039-07-20","mantenimiento","Mantenimiento caldera pellets AC000037.",null
3,10,115,"2039-08-20","mantenimiento","Verificación válvula compuerta AC000115.",null
4,12,8,"2039-09-20","mantenimiento","Mantenimiento multi-zona AC000008.",null
5,14,139,"2039-10-20","mantenimiento","Limpieza extractor baño AC000139.",null
6,16,54,"2039-11-20","mantenimiento","Revisión inversor solar AC000054.",null
7,18,41,"2039-12-20","mantenimiento","Limpieza caldera leña AC000041.",null
8,20,69,"2040-01-20","mantenimiento","Inspección malla protección aves AC000069.",null
9,22,38,"2040-02-20","mantenimiento","Revisión bomba calor aire-agua AC000038.",null
10,24,135,"2040-03-20","mantenimiento","Limpieza humidificador AC000135.",null
1,26,57,"2040-04-20","mantenimiento","Revisión batería solar AC000057.",null
2,28,26,"2040-05-20","mantenimiento","Revisión caldera gas AC000026.",null
3,30,133,"2040-06-20","mantenimiento","Mantenimiento purificador aire AC000133.",null
4,32,51,"2040-07-20","mantenimiento","Inspección panel solar AC000051.",null
5,34,112,"2040-08-20","mantenimiento","Prueba válvula seguridad AC000112.",null
6,36,42,"2040-09-20","mantenimiento","Mantenimiento AC comercial tejado AC000042.",null
7,38,121,"2040-10-20","mantenimiento","Limpieza VRC AC000121.",null
8,40,44,"2040-11-20","mantenimiento","Inspección acumulador ACS AC000044.",null
9,42,15,"2040-12-20","mantenimiento","Mantenimiento split inverter AC000015.",null
10,44,75,"2041-01-20","mantenimiento","Prueba sensor movimiento AC000075.",null
1,46,105,"2041-02-20","mantenimiento","Revisión bomba circuladora AC000105.",null
